Handle,Title,"Body (HTML)",Vendor,"Product Category",Type,Tags,Published,"Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Unit Price Total Measure","Unit Price Total Measure Unit","Unit Price Base Measure","Unit Price Base Measure Unit","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Dimension (product.metafields.custom.dimension)","Finish (product.metafields.custom.finish)","Material (product.metafields.custom.material)","Google: Custom Product (product.metafields.mm-google-shopping.custom_product)","Artwork frame material (product.metafields.shopify.artwork-frame-material)","Backrest type (product.metafields.shopify.backrest-type)","Bulb cap type (product.metafields.shopify.bulb-cap-type)","Color (product.metafields.shopify.color-pattern)","Decoration material (product.metafields.shopify.decoration-material)","Frame style (product.metafields.shopify.frame-style)","Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features)","Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material)","Light temperature (product.metafields.shopify.light-temperature)","Material (product.metafields.shopify.material)","Mounting type (product.metafields.shopify.mounting-type)","Seat type (product.metafields.shopify.seat-type)","Shape (product.metafields.shopify.shape)","Style (product.metafields.shopify.style)","Theme (product.metafields.shopify.theme)","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item",Status
origin-peg-table-i,"Origin Peg Table I","<p><meta charset=""utf-8"">Elegance rises from the earth. The Origin Peg Table I collection features two tapered concrete pedestals at varying heights, each showcasing the signature gradient from smooth tops to richly textured bases. These versatile pieces function beautifully as individual accent tables or grouped together for dynamic display. The natural stone-beige finish and organic texture bring warmth to minimalist interiors while providing practical surfaces for plants, books, or decorative objects.</p>",leidenschaft.in,"Home & Garden > Decor > Vases",,"Echoes of the earth",true,Title,"Default Title",,,,,,,,"LD-PT-OR 1",24000.0,shopify,100,deny,manual,22000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/154.png?v=1757237975,1,,false,,"Elegance rises from the earth. The Origin Peg Table I collection features two tapered concrete pedestals at varying heights, each showcasing the signature gradient from smooth tops to richly textured bases. These versatile pieces function beautifully as individual accent tables or grouped together for dynamic display. The natural stone-beige finish and organic texture bring warmth to minimalist interiors while providing practical surfaces for plants, books, or decorative objects.

The price is for one side table.",,,,,,,,,,,,"Dia 8"" H 21"" 24""",,"Engineered Concrete | Engineered Wood ",,,,,,,,,,,,,,,,,,kg,,,active
origin-peg-table-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/157.png?v=1757237975,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-peg-table-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/44.png?v=1757237976,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-peg-table-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/38.png?v=1757237976,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-coffee-table-iii,"Origin Coffee Table III","<p><meta charset=""utf-8"">Striking sculptural design meets everyday durability. The Origin Coffee Table features a textured stone grey concrete base that spirals into a smooth, circular top, creating visual interest from every angle. Crafted from premium engineered concrete, it's built to withstand daily use while maintaining its sophisticated aesthetic. The neutral grey tone complements any décor, making it the perfect centrepiece for modern living spaces.</p>",leidenschaft.in,"Furniture > Tables > Accent Tables > Coffee Tables",,"Echoes of the earth",true,Title,"Default Title",,,,,,,,"LD-CT-OR 3",35000.0,shopify,100,deny,manual,40000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/113.png?v=1757237854,1,,false,,,,,,,,,,,,,,"Dia 36"" H 20""",,"Engineered Concrete | Engineered Wood ",,,,,,,,,,,,,,,,,,kg,,,active
origin-coffee-table-iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/174.png?v=1757237856,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-coffee-table-iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/184.png?v=1757237854,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-coffee-table-iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/196.png?v=1757237854,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-coffee-table-iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/217.png?v=1757237854,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-coffee-table-ii,"Origin Coffee Table II","<p><meta charset=""utf-8"">Architectural balance redefined. The Origin Coffee Table features twin tapered pedestals supporting a generous oval top, creating a striking centrepiece for contemporary living spaces. Each concrete base showcases natural texture gradients, smooth at the top, organically textured below. The elongated surface provides ample space for entertaining while maintaining visual lightness. Handcrafted from durable engineered concrete in warm stone tones.</p>",leidenschaft.in,"Furniture > Tables > Accent Tables",,"Echoes of the earth",true,Title,"Default Title",,,,,,,,"LD-CT-OR 2",25000.0,shopify,99,deny,manual,45000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/34.png?v=1757237765,1,,false,,,,,,,,,,,,,,"L 46.6"" W 24"" H 17.6"" ",,"Engineered Concrete | Engineered Wood",,,,,,,,,,,,,,,,,,kg,,,active
origin-coffee-table-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/98.png?v=1757237764,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-coffee-table-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/80.png?v=1757237765,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-coffee-table-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/67.png?v=1757237765,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-coffee-table-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/33.png?v=1757237765,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-coffee-table-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/40.png?v=1757237765,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-coffee-table-i,"Origin Coffee Table I","<p><meta charset=""utf-8"">Minimalist geometry meets organic texture. The Origin Coffee Table I features a sculptural cylindrical base with an elegantly offset oval top. The design showcases a beautiful gradient from rough, earthy texture at the base to smooth, refined concrete above capturing nature's weathering process in engineered stone. This architectural piece anchors modern spaces with its substantial presence while maintaining visual sophistication. Perfect for contemporary homes seeking functional art.</p>",leidenschaft.in,"Furniture > Tables > Accent Tables > Coffee Tables",,"Echoes of the earth",true,Title,"Default Title",,,,,,,,"LD-CT-OR 1",35000.0,shopify,100,deny,manual,42000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/156.png?v=1757237635,1,,false,,,,,,,,,,,,,,"Dia 30"" H 18"" ",,"Engineered Concrete | Engineered Wood",,,,,,,,,,,,,,,,,,kg,,,active
origin-coffee-table-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/104.png?v=1757237634,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-coffee-table-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/134.png?v=1757237634,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-coffee-table-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/138.png?v=1757237634,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-coffee-table-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/145.png?v=1757237634,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-coffee-table-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/197.png?v=1757237634,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
origin-coffee-table-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/8.png?v=1757237634,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set-in-stone-table,"Set in Stone Table","<p><meta charset=""utf-8"">Bold design meets natural beauty. The Set in Stone Table features a striking terracotta-finished top balanced on a raw stone base, creating an artistic statement piece that's surprisingly functional. <br>The warm rust-red surface contrasts beautifully with the rough-hewn foundation, bringing organic texture and colour to modern interiors. Handcrafted from durable materials, this sculptural accent table adds personality to any room while providing practical surface space.</p>",leidenschaft.in,"Furniture > Tables > Accent Tables > End Tables",,"Echoes of the earth",true,Title,"Default Title",,,,,,,,"LD-ST-ST 1",19750.0,shopify,98,deny,manual,53000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/1.png?v=1757237417,1,,false,,,,,,,,,,,,,,"D 14""  H 21 """,,"Engineered Concrete | Metal | Engineered Wood",,,,,,,,,,,,,,,,,,kg,,,active
set-in-stone-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/30.png?v=1757237417,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set-in-stone-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/108.png?v=1757237417,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set-in-stone-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/179.png?v=1757237417,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set-in-stone-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/194.png?v=1757237417,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balancing-act-table,"Balancing Act Table","<p><meta charset=""utf-8"">Nature and craft in dynamic tension. The Balancing Act Table features a dark concrete circular top supported by an asymmetric trio, one weathered driftwood leg alongside two sleek terracotta pillars. This sculptural side table challenges conventional design, creating visual intrigue through contrasting materials and forms. The organic wood element brings raw texture while the coral-red legs add contemporary polish to any interior.</p>",leidenschaft.in,"Furniture > Tables > Accent Tables > End Tables",,"Echoes of the earth",true,Title,"Default Title",,,,,,,,"LD-ST-BA 1",0.0,shopify,100,deny,manual,38000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/219.png?v=1757237244,1,,false,,,,,,,,,,,,,,"D 15""  H 21.5""",,"Engineered Concrete | Metal | Engineered Wood ",,,,,,,,,,,,,,,,,,kg,,,active
balancing-act-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/210.png?v=1757237244,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balancing-act-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/175.png?v=1757237244,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balancing-act-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/166.png?v=1757237244,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balancing-act-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/151.png?v=1757237244,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balancing-act-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/119.png?v=1757237244,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balancing-act-coffee-table,"Balancing Act Coffee Table","<p><meta charset=""utf-8"">Bold contrast in perfect equilibrium. The Balancing Act Coffee Table features a sleek concrete top supported by three distinct legs, one raw black stone and two vibrant terracotta pillars. This asymmetric design creates visual tension while maintaining stability, transforming functional furniture into artistic statement. The interplay between rough natural stone and smooth ceramic elements brings dynamic energy to modern living spaces.</p>",leidenschaft.in,"Furniture > Tables > Accent Tables",,"Echoes of the earth",true,Title,"Default Title",,,,,,,,LD-CT-BA-1,8350.0,shopify,99,deny,manual,48000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/11.png?v=1757237133,1,,false,,,,,,,,,,,,,,"Dia 24"" H 17""",,"Engineered Concrete | Metal | Engineered Wood ",,,,,,,,,,,,,,,,,,kg,,,active
balancing-act-coffee-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/55.png?v=1757237133,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balancing-act-coffee-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/65.png?v=1757237134,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balancing-act-coffee-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/83.png?v=1757237133,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balancing-act-coffee-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/99.png?v=1757237133,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balancing-act-coffee-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/170.png?v=1757237133,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balancing-act-coffee-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/222.png?v=1757237133,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balancing-act-coffee-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/204.png?v=1757237133,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set-in-stone-table-lamp,"Set in Stone Table Lamp","<p><meta charset=""utf-8"">Nature's sculpture illuminated. The Set in Stone Table Lamp features a dramatic curved black stone base with raw, weathered texture that cradles a glowing orb at its peak. Each lamp is unique, carved by natural forces and finished by hand, the organic form creates an artistic statement while providing warm ambient light. This striking piece brings geological beauty and soft illumination to modern interiors.</p>",leidenschaft.in,"Home & Garden > Lighting > Lamps > Table Lamps",,"Echoes of the earth",true,Title,"Default Title",,,,,,,,"LD-TL-ST 1",2200.0,shopify,100,deny,manual,18000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/114.png?v=1757236996,1,,false,,,,,,,,,,,,,,"L 4.5"" W 3"" H 13""",,"Engineered Concrete | Metal ",,,,,"yellow; white; black; brown; gray",,,,,warm-white,,,,,,,,kg,,,active
set-in-stone-table-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/195.png?v=1757236996,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set-in-stone-table-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/59.png?v=1757236997,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set-in-stone-table-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/56.png?v=1757236996,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set-in-stone-table-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/15.png?v=1757236996,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
set-in-stone-table-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/17.png?v=1757236997,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anchored-hanging-lamp-i-ii-iii-iv,"Anchored Hanging Lamp I/II/III/IV","<p><meta charset=""utf-8"">Floating illumination anchored by nature. The Anchored Hanging Lamp Collection features three glowing orbs suspended at varying heights, each paired with raw black stone elements that add organic weight to the ethereal design. These sculptural pendants create dramatic focal points over dining tables, kitchen islands, or stairwells. The contrast between rough stone and smooth glass brings textural sophistication while casting warm, layered light throughout the space.</p>",leidenschaft.in,"Home & Garden > Lighting > Lighting Fixtures > Chandeliers",,"Echoes of the earth",true,Title,"Default Title",,,,,,,,"LD-CL-A 2",1100.0,shopify,100,deny,manual,17000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/36.png?v=1757236892,1,,false,,"Floating illumination anchored by nature. The Anchored Hanging Lamp Collection features three glowing orbs suspended at varying heights, each paired with raw black stone elements that add organic weight to the ethereal design. These sculptural pendants create dramatic focal points over dining tables, kitchen islands, or stairwells. The contrast between rough stone and smooth glass brings textural sophistication while casting warm, layered light throughout the space.
Available a a set of 3 hanging lights , with a round plate for celling installation. ",,,,,,,,,,,,"W 3"" H 53"", 52"",  34""",,"Engineered Concrete | Metal ",,,,e27,"black; white",,,,,warm-white,"fabric; metal",,,,"modern; minimalist",,,kg,,,active
anchored-hanging-lamp-i-ii-iii-iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/127.png?v=1757236892,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anchored-hanging-lamp-i-ii-iii-iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/160.png?v=1757236892,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anchored-floor-lamp,"Anchored Floor Lamp","<p><meta charset=""utf-8"">Towering elegance with earthy roots. The Anchored Floor Lamp features a striking tapered concrete column that rises from textured base to smooth peak, crowned by a terracotta accent and glowing orb. Standing tall as functional sculpture, this floor lamp provides warm ambient lighting while serving as an artistic focal point. The natural gradient texture and substantial form bring grounded sophistication to living rooms, reading corners, or entryways</p>",leidenschaft.in,"Home & Garden > Lighting > Lamps > Floor Lamps",,"Echoes of the earth",true,Title,"Default Title",,,,,,,,"LD-FL-A 1",13000.0,shopify,100,deny,manual,35000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/181.png?v=1757236591,1,,false,,,,,,,,,,,,,,"Dia 12"" H 45""",,"Engineered Concrete | Metal | Engineered Wood",,,,,"red; white",,,,,warm-white,,,,,,,,kg,,,active
anchored-floor-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/177.png?v=1757236591,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anchored-floor-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/163.png?v=1757236592,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anchored-floor-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/131.png?v=1757236591,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anchored-floor-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/49.png?v=1757236592,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anchored-table-lamp,"Anchored Table Lamp","<p><meta charset=""utf-8"">Sculptural lighting with organic appeal. The Anchored Table Lamp features a conical concrete base with rich textural gradients, topped by a playful terracotta element supporting a warm glowing orb. This compact design brings both ambient lighting and artistic presence to bedside tables, desks, or shelves. The signature texture transition from rough to smooth concrete adds visual depth while the coral accent provides a pop of color.</p>",leidenschaft.in,"Home & Garden > Lighting > Lamps > Table Lamps",,"Echoes of the earth",true,Title,"Default Title",,,,,,,,"LD-TL-A 1",3400.0,shopify,99,deny,manual,15500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/74.png?v=1757236465,1,,false,,,,,,,,,,,,,,"L 5.6"" W 5"" H 13.7""",,"Engineered Concrete | Metal | Engineered Wood ",,,,,"geometric; white",,,,,warm-white,,,,,,,,kg,,,active
anchored-table-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/101.png?v=1757236465,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anchored-table-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/203.png?v=1757236465,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anchored-table-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/224.png?v=1757236465,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anchored-table-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/228.png?v=1757236465,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balancing-act-floor-lamp,"Balancing Act Floor Lamp","<p><span data-sheets-root=""1"">A climb of stone and light — each glow a marker, guiding the form upward.</span></p>",leidenschaft.in,"Home & Garden > Lighting > Lamps > Floor Lamps",,"Echoes of the earth",false,Title,"Default Title",,,,,,,,"LD-FL-BA 4",48000.0,shopify,100,deny,manual,112500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/142.png?v=1757236337,1,,false,,,,,,,,,,,,,,"L 15.6"" W 11"" H 43""",,"Engineered Concrete | Metal ",,,,,"geometric; red; black",,,,,cool-white,,,,,,,,kg,,,draft
balancing-act-floor-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/122.png?v=1757236337,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balancing-act-floor-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/115.png?v=1757236337,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balancing-act-floor-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/69.png?v=1757236338,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
balancing-act-floor-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/29.png?v=1757236338,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
on-axis-table-lamp-ii,"On Axis Table Lamp II","<p><meta charset=""utf-8"">Balanced illumination meets sculptural form. The On Axis Table Lamp II features a warm globe light resting on a smooth terracotta stone, creating a serene focal point for any space. The organic, pebble-like base adds earthy texture while the soft orb diffuses ambient light. This minimalist design brings both function and artistry to bedside tables, desks, or living spaces. Handcrafted with natural materials for timeless appeal.</p>",leidenschaft.in,"Home & Garden > Lighting > Lamps > Table Lamps",,"Echoes of the earth",true,Title,"Default Title",,,,,,,,"LD-TL -AX 2",1800.0,shopify,100,deny,manual,9500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/146.png?v=1757236097,1,,false,,,,,,,,,,,,,,"L 12.8"" W 4"" H 5.7""",,"Engineered Concrete | Metal ",,,,,"red; geometric; white",,,,,cool-white,,,,,,,,kg,,,active
on-axis-table-lamp-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/173.png?v=1757236097,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
on-axis-table-lamp-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/223.png?v=1757236097,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
on-axis-table-lamp-ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/225.png?v=1757236097,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
on-axis-table-lamp-i,"On Axis Table Lamp I","<p><span data-sheets-root=""1"">A quiet thought, glowing softly in the corner of a room.</span></p>",leidenschaft.in,"Home & Garden > Lighting > Lamps > Table Lamps",,"Echoes of the earth",true,Title,"Default Title",,,,,,,,"LD-TL-AX 1",1280.0,shopify,100,deny,manual,9500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/192.png?v=1757235982,1,,false,,,,,,,,,,,,,,"L 12.8"" W 5.5"" H 5.2""",,"Engineered Concrete | Metal ",,,,,"black; brown",,,,,warm-white,,,,,,,,kg,,,active
on-axis-table-lamp-i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/183.png?v=1757235982,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
