Handle,Title,"Body (HTML)",Vendor,"Product Category",Type,Tags,Published,"Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Unit Price Total Measure","Unit Price Total Measure Unit","Unit Price Base Measure","Unit Price Base Measure Unit","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Dimension (product.metafields.custom.dimension)","Finish (product.metafields.custom.finish)","Material (product.metafields.custom.material)","Google: Custom Product (product.metafields.mm-google-shopping.custom_product)","Artwork frame material (product.metafields.shopify.artwork-frame-material)","Backrest type (product.metafields.shopify.backrest-type)","Bulb cap type (product.metafields.shopify.bulb-cap-type)","Color (product.metafields.shopify.color-pattern)","Decoration material (product.metafields.shopify.decoration-material)","Frame style (product.metafields.shopify.frame-style)","Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features)","Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material)","Light temperature (product.metafields.shopify.light-temperature)","Material (product.metafields.shopify.material)","Mounting type (product.metafields.shopify.mounting-type)","Seat type (product.metafields.shopify.seat-type)","Shape (product.metafields.shopify.shape)","Style (product.metafields.shopify.style)","Theme (product.metafields.shopify.theme)","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item",Status
zenith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc7e53c985e3891064ff9a_203.jpg?v=1755625805,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollylune,Pollylune,"<p><span>It is a captivating blend of form and function, designed to illuminate your space with a sense of organic beauty and warmth. Inspired by the natural variations in landscape and flora, this light features multiple light sources at varying heights, creating a dynamic visual effect. Each light source emits a warm, inviting glow, enhancing the ambiance of any room. Perfect for adding depth and interest to your decor, Rise combines sculptural design with practical illumination, making it a standout piece in both modern and organic-inspired interiors.</span></p>",leidenschaft.in,"Home & Garden > Lighting > Lamps > Table Lamps",Light,"Essentials, Light",true,Title,"Default Title",,,,,,,,LD-LT-012,0.0,shopify,100,deny,manual,62000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc80014fc088c679e7a46d_211.jpg?v=1755625745,1,,false,,,,,,,,,,,,,,"D | 24 IN,  H | 64 IN ","Engineered Concrete Finish","Engineered Concrete | Engineered Wood | Metal ",,,,,,,,,,,,,,,,,,kg,,,active
wall-panels-n1,"Wall Panels N1","<p><span>The Dimension Wall Panels are a stunning addition to any interior, featuring a series of textured geometric shapes artfully overlaid on top of each other. These panelscreate a dynamic, three-dimensional effect, adding depth and visual interest to your walls. Crafted with meticulous attention to detail, the textured surfaces capture light and shadow, enhancing the architectural beauty of any space.</span></p>",leidenschaft.in,"Hardware > Building Materials > Wall Paneling",Artworks,"Artworks, Essentials",true,Title,"Default Title",,,,,,,,LD-AW-022,27550.0,shopify,100,deny,manual,37500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc81c73899388c3873be8a_221.jpg?v=1755625669,1,,false,,"The Dimension Wall Panels are a stunning addition to any interior, featuring a series of textured geometric shapes artfully overlaid on top of each other. These panels create a dynamic, three-dimensional effect, adding depth and visual interest to your walls. Crafted with meticulous attention to detail, the textured surfaces capture light and shadow, enhancing the architectural beauty of any space. 

Available as a set of three pieces.",,,,,,,,,,,,"H: 25.6 in | W: 19 in | D: 2 in ","Concrete Finish","Engineered Concrete | Engineered Wood ",,,,,geometric,,,,,,,,,,,,,kg,,,active
mono,Mono,"<p><span>The MonoTable is a testament to the ""less is more"" philosophy, featuring a singular geometric leg that defines its minimalist design. Crafted from concrete with an aggregate texture, this piece exudes an industrial charm while maintaining an elegant simplicity. Whether used as a dining table or conference desk, the MonoTable transforms any space with its understated form and robust presence. Its clean lines and industrial texture create a harmonious blend of functionality and style, making it a standout addition to modern interiors.</span></p>",leidenschaft.in,"Furniture > Tables > Kitchen & Dining Room Tables",Tables,"Essentials, Tables",true,Title,"Default Title",,,,,,,,LD-TT-003,30000.0,shopify,100,deny,manual,87000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc4b482bc25d901868d0dc_71.jpg?v=1755625601,1,,false,,,,,,,,,,,,,,"H  | 15 IN,  W | 41.5 IN","Concrete Finish","Engineered Concrete | Engineered Wood ",,,,,,,,,,,,,,,,,,kg,,,active
mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc4b4d2df401158098044e_72.jpg?v=1755625601,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc4b4dcad802da7c411f4c_73.jpg?v=1755625601,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arcane-coffee-table,"Arcane Coffee Table","<p><span>The Arcane Coffee Table features an elegant oval-shaped terrazzo top adorned with a brass inlay inspired by archaic symbolism. This combination of modern design and ancient motifs creates a striking visual contrast, adding a sense of history and cultural depth to your living space. Crafted with meticulous attention to detail, the Arcane Oval Coffee Table not only serves as a functional piece but also as a conversation starter. Its terrazzo top offers a mosaic of textures and colors, complemented by the intricate brass inlay, making it a focal point of sophistication and timeless beauty.</span></p>",leidenschaft.in,"Furniture > Tables > Accent Tables > Coffee Tables",Tables,"Essentials, Tables",true,Title,"Default Title",,,,,,,,LD-TT-007,46000.0,shopify,100,deny,manual,65000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc74a20d30f364d516c337_161.jpg?v=1755612710,1,,false,,,,,,,,,,,,,," L  | 60 IN,  H | 22 IN,  W| 30 IN","Concrete Finish","Engineered Concrete | Engineered Wood | Metal | Brass Inlay",,,,,,,,,,,,,,,,,,kg,,,active
arcane-coffee-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc74a87e3fb454f420db11_162.jpg?v=1755612711,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arcane-coffee-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc74a816d6050d2e20127f_163.jpg?v=1755612710,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arcane-coffee-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc74a87f52e3519879d090_164.jpg?v=1755612711,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl-nest-light,"Pearl Nest Light","<p><span>The Light is a captivating blend of organic design and modern functionality. Featuring three sculpted bowls with lights at varying heights, this ceiling fixture embodies the wabi-sabi philosophy of beauty in imperfection. Crafted from beige textured concrete, the lights offer a serene and natural aesthetic. The varied heights create a dynamic, cascading effect, adding depth and visual interest to any room.</span></p>",leidenschaft.in,"Home & Garden > Lighting > Lighting Fixtures > Ceiling Light Fixtures",Light,"Essentials, Light",true,Title,"Default Title",,,,,,,,LD-LT-011,7000.0,shopify,100,deny,manual,45000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/157.jpg?v=1757230463,1,,false,,,,,,,,,,,,,,"H: 59 in | Dia: 12 in","Engineered Concrete Finish","Engineered Concrete | Engineered Wood | Metal ",,,,,beige,,,,,,,ceiling,,,,,,kg,,,active
pearl-nest-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/158.jpg?v=1757230463,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl-nest-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/159.jpg?v=1757230463,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl-nest-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/160.jpg?v=1757230463,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl-nest-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/161.jpg?v=1757230463,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drift,Drift,"<p><span>Drift is a simple yet striking side table, inspired by the fluid movement of melting prints. The design creates a sense of dynamic motion, adding an artistic touch to your home. These small side tables, with their unique print and compact form, effortlessly blend functionality with artistic value, making them a perfect addition to any space. MeltTable transforms everyday furniture into captivating art, bringing a sense of flow and creativity to your decor.</span></p>",leidenschaft.in,"Furniture > Tables > Accent Tables > End Tables",Tables,"Essentials, Tables",true,Size,S,,,,,,,,LD-SE-016,14000.0,shopify,100,deny,manual,26500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc55f3bc25ee491f79874e_91.jpg?v=1755612577,1,,false,,,,,,,,,,,,,,"H | 21 IN, D |20 IN ","Concrete Finish","Engineered Concrete | Engineered Wood",,,,,,,,,,,,,,,,,,kg,,,active
drift,,,,,,,,,L,,,,,,,,LD-SE-017,20000.0,shopify,100,deny,manual,28500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc55fa70d357c2eb32ac43_92.jpg?v=1755612577,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
domino-side-tables,"Domino Side Tables","<p><span>Crafted from pure cast terrazzo, the side tables feature a playful curved shape with contrasting inlays. These side tables combine modern aesthetics with traditional craftsmanship, showcasing a smooth and durable terrazzo surface adorned with intricate inlay patterns. The contrast inlays add a touch of visual interest and sophistication, making each table a unique piece of functional art. Perfect for adding personality to any space, the Domino Side Tables blend elegance with playful curves, creating a dynamic focal point in your home</span></p>",leidenschaft.in,"Furniture > Tables > Accent Tables > End Tables",Tables,"Essentials, Tables",true,Title,"Default Title",,,,,,,,LD-ST-020,22900.0,shopify,100,deny,manual,42000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc779a97f856f991435e6d_171.jpg?v=1755612506,1,,false,,,,,,,,,,,,,,"L: 23 in | H: 21 in | W: 17 IN","Concrete Finish","Engineered Concrete | Engineered Wood | Metal ",,,,,,,,,,,,,,,,,,kg,,,active
domino-side-tables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc77a74f7e9332a655ef94_172.jpg?v=1755612506,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domino-side-tables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc77a85a428486c58609b6_173.jpg?v=1755612506,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domino-side-tables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc77a80ee07401d2d5452f_174.jpg?v=1755612506,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dimension-wall-panels-n2,"Dimension Wall Panels N2","<p><span>The Dimension Wall Panels are a stunning addition to any interior, featuring a series of textured geometric shapes artfully overlaid on top of each other. These panels create a dynamic, three-dimensional effect, adding depth and visual interest to your walls. Crafted with meticulous attention to detail, the textured surfaces capture light and shadow, enhancing the architectural beauty of any space.</span></p>",leidenschaft.in,"Hardware > Building Materials > Wall Paneling",Artworks,"Artworks, Essentials",true,Size,S,,,,,,,,LD-AW-024,5000.0,shopify,100,deny,manual,38000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66c5b73633c94b98dfc12d81_353.jpg?v=1755612199,1,,false,,,,,,,,,,,,,,"H: 36 in |  W: 24 in | D: 1 in  ","Engineered Concrete Finish","Engineered Concrete | Engineered Wood ",,,,,,,,,,,,,,,,,,kg,,,active
dimension-wall-panels-n2,,,,,,,,,L,,,,,,,,LD-AW-023,7000.0,shopify,100,deny,manual,42000.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
