Handle,Title,"Body (HTML)",Vendor,"Product Category",Type,Tags,Published,"Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Unit Price Total Measure","Unit Price Total Measure Unit","Unit Price Base Measure","Unit Price Base Measure Unit","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Dimension (product.metafields.custom.dimension)","Finish (product.metafields.custom.finish)","Material (product.metafields.custom.material)","Google: Custom Product (product.metafields.mm-google-shopping.custom_product)","Artwork frame material (product.metafields.shopify.artwork-frame-material)","Backrest type (product.metafields.shopify.backrest-type)","Bulb cap type (product.metafields.shopify.bulb-cap-type)","Color (product.metafields.shopify.color-pattern)","Decoration material (product.metafields.shopify.decoration-material)","Frame style (product.metafields.shopify.frame-style)","Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features)","Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material)","Light temperature (product.metafields.shopify.light-temperature)","Material (product.metafields.shopify.material)","Mounting type (product.metafields.shopify.mounting-type)","Seat type (product.metafields.shopify.seat-type)","Shape (product.metafields.shopify.shape)","Style (product.metafields.shopify.style)","Theme (product.metafields.shopify.theme)","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item",Status
loam-crest-tables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/121_c0722042-6d8a-4f0d-90a1-bbf09afd998b.jpg?v=1757232661,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shroom,Shroom,"<p><span>Shroom is a unique table with a mushroom-inspired top featuring a pinched print design. This tactile print allows you to feel and experience the design with touch, enhancing the sensory appeal of the table. With a Wabi-Sabi vibe and just a hint of graphic detail, Shroom blends natural elegance with artistic simplicity. It’s more than just a table; it’s a conversation piece that adds character and tactile beauty to your living space.</span></p>",leidenschaft.in,"Furniture > Tables > Accent Tables",Tables,"Essentials, Tables",true,Title,"Default Title",,,,,,,,LD-ST-017,25000.0,shopify,100,deny,manual,22500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66b9f74c739b63cd308a29a6_31.jpg?v=1757232392,1,,false,,,,,,,,,,,,,,"D | 30X30 IN,  H | 22.5 IN","Concrete Finish","Engineered Concrete | Engineered Wood ",,,,,,,,,,,,,,,,,,kg,,,active
shroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66b9f7529e3b27c5db96a743_34.jpg?v=1757232392,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66b9f752df24c45427d15e3d_33.jpg?v=1757232392,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66b9f752b65e1599cb029740_32.jpg?v=1757232392,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luna,Luna,"<p><span>The Luna Side Tables are a testament to the beauty of minimalistic design, where form meets function effortlessly. Each table features a concrete base with an undulated crater effect, meticulously crafted through a delicate application and artistic pigmentation process. This unique texture adds a captivating, organic touch, transforming these functional pieces into stunning works of art. The Luna Side Tables not only serve their purpose with grace but also bring a sense of understated elegance and natural charm to any modern or industrial-themed space. They are more than just side tables; they are an artistic expression, a conversation starter, and a testament to thoughtful design.</span></p>",leidenschaft.in,"Furniture > Tables > Accent Tables > End Tables",Tables,"Malleka 2024 I, Tables",true,Size,Small,,,,,,,,LD-ST-034,25000.0,shopify,100,deny,manual,22000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/128.jpg?v=1757232251,1,,false,,,,,,,,,,,,,,"Dia: 22 in (L) , 18 in (M) , 14 in (S) | H: 22 in (L), 23 in (M) , 27 in (S)","Engineered Concrete Finish ","Engineered Concrete | Brass | Engineered Wood | Metal ",,,,,,,,,,,,,,,,,,kg,,,active
luna,,,,,,,,,Medium,,,,,,,,LD-ST-034,28000.0,shopify,100,deny,manual,24000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/129.jpg?v=1757232251,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
luna,,,,,,,,,Large,,,,,,,,LD-ST-034,30000.0,shopify,100,deny,manual,28000.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tranquil-arc,"Tranquil Arc","<p><span>Embodying a slight curve that enhances its organic appeal, the Tranquil Arc Coffee Table blends functionality with graceful design. Inspired by natural forms, this table exudes warmth and tranquility, making it a soothing addition to any living space. Its gentle curvature invites relaxation, while its functional aspects ensure practicality. Crafted to harmonize with both modern and natural aesthetics, the SereneCurve Coffee Table promises to elevate your home with its serene presence.</span></p>",leidenschaft.in,"Furniture > Tables > Accent Tables > Coffee Tables",Seating,"Essentials, Seating",true,Title,"Default Title",,,,,,,,LD-SE-010,30000.0,shopify,100,deny,manual,42500.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc6d8cf9323cbd7a99057c_141.jpg?v=1757232138,1,,false,,,,,,,,,,,,,,"H  | 17 IN,  W | 30 IN,   L   | 46 IN","Engineered Concrete Finish","Engineered Concrete | Engineered Wood ",,,,,,,,,,,,,,,,,,kg,,,active
tranquil-arc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc6d95351864690572f0ca_142.jpg?v=1757232139,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tranquil-arc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc6d95f9323cbd7a991476_143.jpg?v=1757232138,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tranquil-arc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66bc6d95351864690572f00f_144.jpg?v=1757232138,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abacus-chair,"Abacus Chair","<p><span>The Abacus Chair is a sculptural statement piece crafted from concrete, blending solidity with playfulness. Featuring an abacus on its sides, it adds an interactive, dynamic element to its bold form. Designed to be both functional and artistic, it stands out in any space, making it a striking focal point.</span></p>",leidenschaft.in,"Furniture > Chairs",Seating,"Malleka 2025, Seating",true,Title,"Default Title",,,,,,,,"LD CH1 ID",80000.0,shopify,100,deny,manual,175000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/195.jpg?v=1757232007,1,,false,,,,,,,,,,,,,,"H: 35 in | W: 31.6 in | L: 34.6 in","Smooth Concrete","Engineered Concrete | Engineered Wood | Metal ",,,hard,,brown,,,,,,,,hard,,,,,kg,,,active
abacus-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/196.jpg?v=1757232007,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loam-crest-brass-table,"Loam Crest Brass Table","<p><span>In these tables, chaos and precision exist in quiet tension, creating a presence that is both grounding and provocative. The raw, organic essence of bark juxtaposed against the strict geometry of form challenges expectations, offering a tactile contrast that is both seen and felt. A bold statement in any space, the Loam Crest Tables Brass are an invitation to embrace asymmetry, materiality, and the art of balance.</span></p>",leidenschaft.in,"Furniture > Tables > Accent Tables",Seating,"Malleka 2025, Seating",true,Title,"Default Title",,,,,,,,"LD ST3 ID",27000.0,shopify,99,deny,manual,125000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/197.jpg?v=1757232573,1,,false,,,,,,,,,,,,,,"H: 28.6 in (L), 24.6 in (S) | Dia: 12 in (L), 10 in (S)","Textured Concrete","Engineered Concrete | Engineered Wood | Metal | Casted Brass ",,,,,,,,,,,,,,,,,,kg,,,active
loam-crest-brass-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/179.jpg?v=1757232573,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boulder-chair,"Boulder Chair","<p><meta charset=""utf-8"">Monolithic design in mixed materials. The Boulder Chair features a striking circular backrest and seat crafted from engineered concrete, supported by three tapered legs in engineered wood. The grey concrete showcases subtle textural variations while brass accents add refined detail at the junction points. The moon-like backrest creates dramatic visual impact while providing ergonomic support, transforming functional seating into contemporary sculpture.</p>",leidenschaft.in,"Furniture > Chairs",Seating,"Malleka 2024 I, Seating",true,Title,"Default Title",,,,,,,,LD-CH-33,20000.0,shopify,99,deny,manual,55000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/123.jpg?v=1757231849,1,,false,,,,,,,,,,,,,,"H: 32 in | W: 17.9 in | L: 21.7 in","Engineered Concrete Finish","Engineered Concrete | Engineered Wood | Brass ",,,hard,,gray,,,,,,,,hard,,,,,kg,,,active
boulder-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/124.jpg?v=1757231849,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
discord-bench,"Discord Coffee Table","<p data-start=""106"" data-end=""448"">Cast in engineered concrete, its surface feels almost geological, as if shaped by time rather than tools. The form resists symmetry. One end rests on a grounded, conical base. The other balances on stacked, textured brass spheres that catch light differently through the day. Stability and tension exist together. That is where Discord lives.</p>
<p data-start=""450"" data-end=""698"">The concrete carries a soft, matte tactility. Cool to the touch. Visually weightless despite its substance. The brass introduces contrast. Warmer. Reflective. Alive with texture. Together, they create a dialogue between permanence and imperfection.</p>
<p data-start=""700"" data-end=""807"">Discord is not designed to blend in. It is designed to anchor a room. To give the space around it a centre.</p>",leidenschaft.in,"Furniture > Benches",Seating,"Malleka 2025, Seating",true,Title,"Default Title",,,,,,,,"LD BCH1 ID",62000.0,shopify,99,deny,manual,145000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/181.jpg?v=1757231755,1,,false,,,,,,,,,,,,,,"H: 20 in | W: 18 in | L: 51.6 in","Textured Concrete","Engineered Concrete | Engineered Wood | Textured Brass ",,,,,"black; gold",,,,"concrete; metal",,,,,,,,,kg,,,active
discord-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/178.jpg?v=1757231755,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
discord-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/180.jpg?v=1757231755,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
discord-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/182.jpg?v=1757231755,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
serenity-console,"Serenity Console","<p><span>The Serenity Console combines simplicity and functionality with its textured surface and adaptable design. Crafted to serve as both a storage solution and a decorative piece, this console features a calm, understated presence that seamlessly fits into any interior. The textured finish adds a touch of visual interest, while the ample storage space ensures practicality. Perfect for living rooms, hallways, or bedrooms, the Serenity Console brings a sense of tranquility and organization to your home.</span></p>",leidenschaft.in,"Furniture > Tables > Accent Tables > Sofa Tables",Tables,"Essentials, Storage Unit",true,Title,"Default Title",,,,,,,,LD-CC-009,32000.0,shopify,99,deny,manual,32000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66b9f42a5e3c15b809115e7d_41.jpg?v=1757231408,1,,false,,,,,,,,,,,,,,"H  | 28 IN,  W | 24 IN","Engineered concrete","Engineered Concrete | Engineered Wood ",,,,,,,,,,,,,,,,,,kg,,,active
serenity-console,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66b9f431c7837d8e81dc794d_43.jpg?v=1757231408,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
serenity-console,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/66b9f4312320be5a2e478a3f_42.jpg?v=1757231408,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trilume-lamp,"Trilume Lamp","<p><meta charset=""utf-8"">Fluid sculpture brings warmth to modern spaces. The Trilume Lamp showcases an organically twisted column combining engineered concrete and engineered wood, creating a striking interplay of textures. The sculptural base flows upward to support a circular metal-accented light element that casts warm, ambient illumination. This artistic floor lamp serves as both functional lighting and a contemporary statement piece for living rooms, reading corners, or gallery-like interiors.</p>",leidenschaft.in,"Home & Garden > Lighting > Lamps > Floor Lamps",Light,"Light, Malleka 2024 I",true,Title,"Default Title",,,,,,,,LD-LT-026,46200.0,shopify,100,deny,manual,175000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/108.jpg?v=1757231220,1,,false,,,,,,,,,,,,,,"H: 66 in | Dia: 14 in","Engineered Concrete Finish","Engineered Concrete | Engineered Wood | Metal ",,,,,"brown; beige",,,,,warm-white,,,,,,,,kg,,,active
trilume-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/109.jpg?v=1757231220,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trilume-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/110.jpg?v=1757231220,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trilume-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/111.jpg?v=1757231220,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trilume-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/112.jpg?v=1757231220,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trilume-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/113.jpg?v=1757231220,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rise-table-lamp-table-lamp-conical,"Rise Table Lamp (Table lamp Conical)","<p><span>A poetic expression of organic evolution, the Rise Table Lamp captures the essence of natural form in motion. Its fluid silhouette gives the impression of continuous growth, as if the lamp itself is alive and reaching outward. Two luminous light sources emerge from the structure, casting a soft, nurturing glow that enhances its sculptural presence.</span></p>",leidenschaft.in,"Home & Garden > Lighting > Lamps > Table Lamps",Light,"Light, Malleka 2024 II",true,Title,"Default Title",,,,,,,,LD-LT-040,8000.0,shopify,100,deny,manual,28000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/165.jpg?v=1757231145,1,,false,,,,,,,,,,,,,,"Dia: 8 in | H: 21 in",,"Engineered Concrete | Engineered Wood | Metal ",,,,,"beige; brown",,,,,warm-white,,,,,,,,kg,,,active
rise-table-lamp-table-lamp-conical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/166.jpg?v=1757231145,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rise-table-lamp-table-lamp-conical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/167.jpg?v=1757231145,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rise-table-lamp-table-lamp-conical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/168.jpg?v=1757231145,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
discord-floor-lamp,"Discord Floor Lamp","<p><span>A striking interplay of form and light, the Discord Floor Lamp features a raw concrete hemisphere seemingly poised on the edge of equilibrium, casting its glow onto a brass disc. The composition is at once grounded and weightless, a moment of balance captured in stillness.</span></p>",leidenschaft.in,"Home & Garden > Lighting > Lamps > Floor Lamps",Light,"Light, Malleka 2025",true,Title,"Default Title",,,,,,,,"LD -FL2- ID",46000.0,shopify,99,deny,manual,200000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/198_b59e2102-9781-41f6-b87e-b362c3e18307.jpg?v=1757231064,1,,false,,,,,,,,,,,,,,"H: 58.6 in | W: 18 in | L: 18 in ","Textured Concrete","Engineered Concrete | Engineered Wood | Metal | Textured Brass",,,,,,,,,,,,,,,,,,kg,,,active
discord-floor-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/199_4086a567-07d8-4db0-983b-7d0193f02bdb.jpg?v=1757231064,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
discord-table-lamp,"Discord Table Lamp","<p>A concrete hemisphere delicately balances on its edge, seemingly defying gravity as it casts a warm, diffused glow onto a brass disc. The composition feels both precarious and intentional, a study intension and harmony—where raw materiality meets the softness of reflected light. A quiet yet powerful moment, suspended in time.</p>",leidenschaft.in,"Home & Garden > Lighting > Lamps > Table Lamps",Light,"Light, Malleka 2025",true,Title,"Default Title",,,,,,,,"LD tl2 -ID",3500.0,shopify,100,deny,manual,35000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/mallika_14feb5955.jpg?v=1761825123,1,,false,,,,,,,,,,,,,,"H: 17 in | W: 8 in | L: 8.4 in","Textured Concreate","Engineered Concrete | Engineered Wood | Metal | Textured Brass ",,,,,"black; gold",,,,,warm-white,,,,,,,,kg,,,active
discord-table-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/210.jpg?v=1761825123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synergy,Synergy,"<p><span>A masterpiece of organic form and balance, the Synergy Table Lamp evokes a delicate interplay of duality and unity. Two distinct yet intertwined elements appear to support one another, creating a sense of fluidity and harmony. With two spherical light sources radiating a soft, ethereal glow, the lamp seems to evolve in real-time, almost as if it were alive. The design speaks to an intimate dialogue between opposites, capturing a moment of stillness in motion.</span></p>",leidenschaft.in,"Home & Garden > Lighting > Lamps > Table Lamps",Light,"Light, Malleka 2024 II",true,Title,"Default Title",,,,,,,,LD-LT-037,5000.0,shopify,100,deny,manual,28000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/163.jpg?v=1757230838,1,,false,,,,,,,,,,,,,,"H: 14.5 in | W: 9 in | L: 16.5 in",,"Engineered Concrete | Engineered Wood | Metal ",,,,,"beige; brown",,,,,warm-white,,,,,,,,kg,,,active
synergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/162.jpg?v=1757230838,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/164.jpg?v=1757230838,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lume-lamp,"Lume Lamp","<p><meta charset=""utf-8"">Primitive elegance illuminated. The Lume Lamp features a sculptural wall-mounted design where rough-textured beige concrete forms an organic, stone-like housing around a glowing white orb. The engineered concrete showcases natural sandy tones with earthy texture, while the curved engineered wood arm extends gracefully from the wall. Metal internal components ensure secure mounting and electrical safety. This artistic sconce brings warm ambient lighting with gallery-worthy presence.</p>",leidenschaft.in,"Home & Garden > Lighting > Lamps",Light,"Light, Malleka 2024 I",true,Title,"Default Title",,,,,,,,LD-LT-027,32000.0,shopify,99,deny,manual,125000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/127.jpg?v=1757230769,1,,false,,,,,,,,,,,,,,"H: 64 in | Dia: 11.6 in","Engineered Concrete Finish","Engineered Concrete | Engineered Wood | Metal ",,,,,"black; gray; brown; beige",,,,,warm-white,,,,,,,,kg,,,active
lume-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/125.jpg?v=1757230769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lume-lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/126.jpg?v=1757230769,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drape-hanging-light,"Drape Hanging Light","<p><span>A suspended moment of harmony, the Drape Hanging Light N2 features an organic concrete form delicately meeting with two alabaster bulbs. The interplay of weight and lightness creates a sculptural statement—both functional and atmospheric, bringing a quiet glow to any space.</span></p>",leidenschaft.in,"Home & Garden > Lighting > Lighting Fixtures > Ceiling Light Fixtures",Light,"Light, Malleka 2025",true,Title,"Default Title",,,,,,,,"LD -cl1 - id",5000.0,shopify,99,deny,manual,45000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/207.jpg?v=1757230571,1,,false,,,,,,,,,,,,,,"H:32 in | W: 12 in | D: 4 in","Textured Concrete","Engineered Concrete | Alabaster",,,,e27,white,,,,,warm-white,,hanging,,,,,,kg,,,active
drape-hanging-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/4214/3527/files/206.jpg?v=1757230571,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
